fL_a,delta_fL,fL_b,v_g,num_samples,seed,Gamma_T_EE_xi0,Gamma_T_full_xi0,Gamma_T_EE_norm_xi0,Gamma_T_EE_piece_over_2EE0,Gamma_T_PE_piece_over_2EE0,Gamma_T_EP_piece_over_2EE0,Gamma_T_PP_piece_over_2EE0,method
500.0,5.812075004274505e-05,500.00005812075005,1.0,0,20260723,2.0943951023931953,4.188789512305465,0.9999998346823565,0.5,7.599088773175336e-08,7.599086123187593e-08,0.4999999866641055,exact GR tensor xi=0 angular integral
500.0,5.9351321224832515e-05,500.0000593513212,1.0,0,20260723,2.0943951023931953,4.188789509914963,0.999999834111666,0.5,7.599088773175336e-08,7.599086067080307e-08,0.4999999860934144,exact GR tensor xi=0 angular integral
500.0,6.060794687856859e-05,500.00006060794686,1.0,0,20260723,2.0943951023931953,4.188789507422161,0.9999998335165535,0.5,7.599088773175336e-08,7.599086009785082e-08,0.4999999854983014,exact GR tensor xi=0 angular integral
500.0,6.189117864655844e-05,500.00006189117863,1.0,0,20260723,2.0943951023931953,4.188789504822683,0.999999832895974,0.5,7.599088773175336e-08,7.599085951276765e-08,0.4999999848777213,exact GR tensor xi=0 angular integral
500.0,6.320157985115179e-05,500.00006320157985,1.0,0,20260723,2.0943951023931953,4.188789502111965,0.9999998322488377,0.5,7.599088773175336e-08,7.599085891529667e-08,0.4999999842305844,exact GR tensor xi=0 angular integral
500.0,6.453972574173353e-05,500.00006453972577,1.0,0,20260723,2.0943951023931953,4.188789499285245,0.9999998315740081,0.5,7.599088773175336e-08,7.599085830517566e-08,0.49999998355575415,exact GR tensor xi=0 angular integral
500.0,6.590620374725128e-05,500.00006590620376,1.0,0,20260723,2.0943951023931953,4.18878949633756,0.9999998308703001,0.5,7.599088773175336e-08,7.599085768213683e-08,0.4999999828520455,exact GR tensor xi=0 angular integral
500.0,6.730161373408913e-05,500.00006730161374,1.0,0,20260723,2.0943951023931953,4.188789493263732,0.9999998301364778,0.5,7.599088773175336e-08,7.59908570459066e-08,0.49999998211822255,exact GR tensor xi=0 angular integral
500.0,6.872656826940112e-05,500.00006872656826,1.0,0,20260723,2.0943951023931953,4.188789490058365,0.9999998293712526,0.5,7.599088773175336e-08,7.599085639620567e-08,0.4999999813529967,exact GR tensor xi=0 angular integral
500.0,7.0181692890021e-05,500.0000701816929,1.0,0,20260723,2.0943951023931953,4.1887894867158275,0.9999998285732806,0.5,7.599088773175336e-08,7.599085573274884e-08,0.4999999805550241,exact GR tensor xi=0 angular integral
500.0,7.166762637706404e-05,500.0000716676264,1.0,0,20260723,2.0943951023931953,4.188789483230251,0.9999998277411606,0.5,7.599088773175336e-08,7.599085505524489e-08,0.4999999797229034,exact GR tensor xi=0 angular integral
500.0,7.318502103634435e-05,500.00007318502105,1.0,0,20260723,2.0943951023931953,4.188789479595514,0.9999998268734311,0.5,7.599088773175336e-08,7.599085436339636e-08,0.4999999788551732,exact GR tensor xi=0 angular integral
500.0,7.473454298472864e-05,500.000074734543,1.0,0,20260723,2.0943951023931953,4.188789475805234,0.9999998259685683,0.5,7.599088773175336e-08,7.599085365689959e-08,0.4999999779503097,exact GR tensor xi=0 angular integral
500.0,7.631687244255289e-05,500.0000763168724,1.0,0,20260723,2.0943951023931953,4.188789471852753,0.9999998250249831,0.5,7.599088773175336e-08,7.599085293544442e-08,0.49999997700672383,exact GR tensor xi=0 angular integral
500.0,7.793270403223096e-05,500.000077932704,1.0,0,20260723,2.0943951023931953,4.188789467731133,0.9999998240410186,0.5,7.599088773175336e-08,7.599085219871413e-08,0.49999997602275853,exact GR tensor xi=0 angular integral
500.0,7.95827470831841e-05,500.0000795827471,1.0,0,20260723,2.0943951023931953,4.188789463433133,0.9999998230149466,0.5,7.599088773175336e-08,7.59908514463853e-08,0.4999999749966858,exact GR tensor xi=0 angular integral
500.0,8.126772594322802e-05,500.00008126772593,1.0,0,20260723,2.0943951023931953,4.188789458951205,0.9999998219449653,0.5,7.599088773175336e-08,7.599085067812772e-08,0.4999999739267037,exact GR tensor xi=0 angular integral
500.0,8.298838029655225e-05,500.0000829883803,1.0,0,20260723,2.0943951023931953,4.18878945427748,0.9999998208291956,0.5,7.599088773175336e-08,7.599084989360407e-08,0.49999997281093317,exact GR tensor xi=0 angular integral
